"MAdisID","LEAIDtarget","target","targetrow","nmatch","numSchoolstarget","GSLOtarget","GSHItarget","MAdisIDmatch","LEAID","matchdis","OPERATIONAL_SCHOOLS","GSLO","GSHI"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",1,10,"1","KG","12","04450000","2500051","Abby Kelley Foster Charter Public (District)","1","KG","12"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",0,10,"1","KG","12","04910000","2500041","Atlantis Charter (District)","1","KG","12"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",0,10,"1","KG","12","04280000","2500071","Brooke Charter School (District)","1","KG","12"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",0,10,"1","KG","12","35030000","2500545","Collegiate Charter School of Lowell (District)","1","KG","11"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",0,10,"1","KG","12","04100000","2500075","Excel Academy Charter (District)","1","5","12"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",0,10,"1","KG","12","04290000","2500082","KIPP Academy Lynn Charter (District)","1","KG","12"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",0,10,"1","KG","12","35130000","2500559","New Heights Charter School of Brockton (District)","1","6","12"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",0,10,"1","KG","12","04940000","2500518","Pioneer Charter School of Science (District)","1","KG","12"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",0,10,"1","KG","12","04870000","2500046","Prospect Hill Academy Charter (District)","1","PK","12"
"04450000","2500051","Abby Kelley Foster Charter Public (District)",0,10,"1","KG","12","04840000","2500063","Roxbury Preparatory Charter (District)","1","5","12"
"00010000","2501650","Abington",1,11,"5","PK","12","00010000","2501650","Abington","5","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","00050000","2501800","Agawam","8","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","01410000","2506390","Hudson","5","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","01610000","2507050","Ludlow","4","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","01720000","2507440","Mashpee","4","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","01860000","2507890","Millbury","3","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","07120000","2500544","Monomoy Regional School District","4","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","01970000","2508250","Nantucket","4","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","02850000","2511250","Stoughton","8","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","03460000","2513170","Winthrop","4","PK","12"
"00010000","2501650","Abington",0,11,"5","PK","12","03470000","2513200","Woburn","10","PK","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",1,11,"1","5","12","04120000","2500021","Academy Of the Pacific Rim Charter Public (District)","1","5","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","35090000","2500552","Argosy Collegiate Charter School (District)","1","6","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","35020000","2500550","Baystate Academy Charter Public School (District)","1","6","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","04110000","2500526","Boston Green Academy Horace Mann Charter School (District)","1","6","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","04160000","2500080","Boston Preparatory Charter Public (District)","1","6","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","04380000","2500070","Codman Academy Charter Public (District)","1","PK","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","39010000","2500551","Greenfield Commonwealth Virtual District","1","KG","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","04660000","2500035","Martha's Vineyard Charter (District)","1","KG","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","04440000","2500029","Neighborhood House Charter (District)","1","PK","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","07550000","2509900","Ralph C Mahar","1","7","12"
"04120000","2500021","Academy Of the Pacific Rim Charter Public (District)",0,11,"1","5","12","04740000","2500073","Sizer School: A North Central Charter Essential (District)","1","7","12"
"06000000","2501710","Acton-Boxborough",1,11,"9","PK","12","06000000","2501710","Acton-Boxborough","9","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","00100000","2501980","Arlington","11","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","00260000","2502490","Belmont","6","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","01390000","2506330","Hopkinton","6","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","01550000","2506840","Lexington","10","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","01780000","2507620","Melrose","8","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","01980000","2508340","Natick","8","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","01990000","2508370","Needham","8","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","02660000","2510620","Sharon","6","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","03260000","2512660","Westford","9","PK","12"
"06000000","2501710","Acton-Boxborough",0,11,"9","PK","12","03440000","2513110","Winchester","7","PK","12"
"00030000","2501740","Acushnet",1,11,"2","PK","8","00030000","2501740","Acushnet","2","PK","8"
"00030000","2501740","Acushnet",0,11,"2","PK","8","00270000","2502520","Berkley","2","PK","8"
"00030000","2501740","Acushnet",0,11,"2","PK","8","00670000","2503840","Concord","4","PK","8"
"00030000","2501740","Acushnet",0,11,"2","PK","8","01090000","2505340","Gosnold","1","UG","UG"
"00030000","2501740","Acushnet",0,11,"2","PK","8","01570000","2506900","Lincoln","3","PK","8"
"00030000","2501740","Acushnet",0,11,"2","PK","8","02130000","2508880","Northborough","5","KG","8"
"00030000","2501740","Acushnet",0,11,"2","PK","8","02630000","2510530","Savoy","1","PK","6"
"00030000","2501740","Acushnet",0,11,"2","PK","8","02730000","2510860","Somerset","4","PK","8"
"00030000","2501740","Acushnet",0,11,"2","PK","8","02760000","2510980","Southborough","4","PK","8"
"00030000","2501740","Acushnet",0,11,"2","PK","8","02880000","2511340","Sudbury","5","PK","8"
"00030000","2501740","Acushnet",0,11,"2","PK","8","07740000","2500043","Up-Island Regional","2","PK","8"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",1,11,"1","6","12","04300000","2500085","Advanced Math and Science Academy Charter (District)","1","6","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","04130000","2500076","Four Rivers Charter Public (District)","1","7","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","04460000","2500052","Foxborough Regional Charter (District)","1","KG","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","04780000","2500038","Francis W. Parker Charter Essential (District)","1","7","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","06700000","2505100","Frontier","1","7","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","06830000","2505740","Hampshire","1","7","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","04350000","2500025","Innovation Academy Charter (District)","1","5","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","04700000","2500055","Mystic Valley Regional Charter (District)","1","KG","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","04970000","2500517","Pioneer Valley Chinese Immersion Charter (District)","1","KG","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","04830000","2500057","Rising Tide Charter Public (District)","1","5","12"
"04300000","2500085","Advanced Math and Science Academy Charter (District)",0,11,"1","6","12","04880000","2500040","South Shore Charter Public (District)","1","KG","12"
"00050000","2501800","Agawam",1,11,"8","PK","12","00050000","2501800","Agawam","8","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","00160000","2502190","Attleboro","12","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","00200000","2502310","Barnstable","9","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","00960000","2504860","Falmouth","7","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","01610000","2507050","Ludlow","4","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","01760000","2507560","Medford","8","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","07120000","2500544","Monomoy Regional School District","4","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","02620000","2510500","Saugus","4","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","02850000","2511250","Stoughton","8","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","03360000","2512840","Weymouth","11","PK","12"
"00050000","2501800","Agawam",0,11,"8","PK","12","03470000","2513200","Woburn","10","PK","12"
"04090000","2500525","Alma del Mar Charter School (District)",1,11,"1","KG","8","04090000","2500525","Alma del Mar Charter School (District)","1","KG","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","04260000","2500538","Community Day Charter Public School - Gateway (District)","1","PK","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","04400000","2500027","Community Day Charter Public School - Prospect (District)","1","PK","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","04310000","2500535","Community Day Charter Public School - R. Kingman Webster (District)","1","PK","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","04390000","2500060","Conservatory Lab Charter (District)","1","PK","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","04530000","2500087","Holyoke Community Charter (District)","1","KG","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","04630000","2500537","KIPP Academy Boston Charter School (District)","1","KG","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","04540000","2500032","Lawrence Family Development Charter (District)","1","PK","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","04860000","2500045","Learning First Charter Public School (District)","1","KG","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","04560000","2500065","Lowell Community Charter Public (District)","1","PK","8"
"04090000","2500525","Alma del Mar Charter School (District)",0,11,"1","KG","8","35050000","2500549","UP Academy Charter School of Dorchester (District)","1","PK","8"
"00070000","2501860","Amesbury",1,11,"5","PK","12","00070000","2501860","Amesbury","5","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","06160000","2500542","Ayer Shirley School District","4","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","00250000","2502460","Bellingham","6","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","06220000","2502715","Blackstone-Millville","5","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","00520000","2503360","Carver","2","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","00730000","2504050","Dedham","7","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","07350000","2508790","North Middlesex","7","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","02100000","2508850","Northampton","6","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","02180000","2509000","Norton","5","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","02780000","2510920","South Hadley","4","PK","12"
"00070000","2501860","Amesbury",0,11,"5","PK","12","03040000","2511850","Uxbridge","4","PK","12"
"00080000","2501890","Amherst",1,11,"3","PK","6","00080000","2501890","Amherst","3","PK","6"
"00080000","2501890","Amherst",0,11,"3","PK","6","00380000","2502880","Boxford","2","PK","6"
"00080000","2501890","Amherst",0,11,"3","PK","6","00410000","2502970","Brewster","2","PK","5"
"00080000","2501890","Amherst",0,11,"3","PK","6","01450000","2506540","Kingston","2","KG","6"
"00080000","2501890","Amherst",0,11,"3","PK","6","01730000","2507470","Mattapoisett","2","PK","6"
"00080000","2501890","Amherst",0,11,"3","PK","6","01840000","2507830","Middleton","2","PK","6"
"00080000","2501890","Amherst",0,11,"3","PK","6","02080000","2508640","Norfolk","2","PK","6"
"00080000","2501890","Amherst",0,11,"3","PK","6","02230000","2509180","Orange","2","PK","6"
"00080000","2501890","Amherst",0,11,"3","PK","6","02380000","2509690","Plainville","2","PK","6"
"00080000","2501890","Amherst",0,11,"3","PK","6","02980000","2511670","Topsfield","2","PK","6"
"00080000","2501890","Amherst",0,11,"3","PK","6","03500000","2513290","Wrentham","2","PK","6"
"06050000","2501920","Amherst-Pelham",1,11,"2","7","12","06050000","2501920","Amherst-Pelham","2","7","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","00070000","2501860","Amesbury","5","PK","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","06160000","2500542","Ayer Shirley School District","4","PK","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","06180000","2502530","Berkshire Hills","3","PK","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","00730000","2504050","Dedham","7","PK","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","01110000","2505400","Granby","2","PK","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","01330000","2506150","Holbrook","2","PK","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","01510000","2506720","Leicester","4","PK","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","01860000","2507890","Millbury","3","PK","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","02200000","2509060","Norwood","8","PK","12"
"06050000","2501920","Amherst-Pelham",0,11,"2","7","12","02780000","2510920","South Hadley","4","PK","12"
"00090000","2501950","Andover",1,11,"10","PK","12","00090000","2501950","Andover","10","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","00100000","2501980","Arlington","11","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","01010000","2505010","Franklin","10","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","01100000","2505370","Grafton","6","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","01680000","2507260","Marblehead","5","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","01710000","2507350","Marshfield","7","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","07250000","2508310","Nashoba","6","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","01980000","2508340","Natick","8","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","01990000","2508370","Needham","8","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","02070000","2508610","Newton","22","PK","12"
"00090000","2501950","Andover",0,11,"10","PK","12","02460000","2509990","Reading","9","PK","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",1,11,"1","6","12","35090000","2500552","Argosy Collegiate Charter School (District)","1","6","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","04120000","2500021","Academy Of the Pacific Rim Charter Public (District)","1","5","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","35020000","2500550","Baystate Academy Charter Public School (District)","1","6","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","04110000","2500526","Boston Green Academy Horace Mann Charter School (District)","1","6","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","04160000","2500080","Boston Preparatory Charter Public (District)","1","6","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","04380000","2500070","Codman Academy Charter Public (District)","1","PK","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","04100000","2500075","Excel Academy Charter (District)","1","5","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","04960000","2500519","Global Learning Charter Public (District)","1","5","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","39010000","2500551","Greenfield Commonwealth Virtual District","1","KG","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","04690000","2500066","MATCH Charter Public School (District)","1","PK","12"
"35090000","2500552","Argosy Collegiate Charter School (District)",0,11,"1","6","12","04440000","2500029","Neighborhood House Charter (District)","1","PK","12"
"00100000","2501980","Arlington",1,11,"11","PK","12","00100000","2501980","Arlington","11","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","06000000","2501710","Acton-Boxborough","9","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","00560000","2503510","Chelmsford","8","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","01550000","2506840","Lexington","10","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","01890000","2507980","Milton","6","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","01980000","2508340","Natick","8","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","01990000","2508370","Needham","8","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","02660000","2510620","Sharon","6","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","02710000","2510770","Shrewsbury","9","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","03260000","2512660","Westford","9","PK","12"
"00100000","2501980","Arlington",0,11,"11","PK","12","03440000","2513110","Winchester","7","PK","12"
"06100000","2502040","Ashburnham-Westminster",1,11,"5","PK","12","06100000","2502040","Ashburnham-Westminster","5","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","00240000","2502430","Belchertown","5","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","00310000","2502670","Billerica","8","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","00710000","2503990","Danvers","7","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","00870000","2504500","East Longmeadow","5","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","00880000","2504620","Easton","6","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","00990000","2504950","Foxborough","5","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","07350000","2508790","North Middlesex","7","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","02180000","2509000","Norton","5","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","02610000","2510470","Sandwich","4","PK","12"
"06100000","2502040","Ashburnham-Westminster",0,11,"5","PK","12","02840000","2511220","Stoneham","5","PK","12"
"00140000","2502100","Ashland",1,11,"5","PK","12","00140000","2502100","Ashland","5","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","00230000","2502400","Bedford","4","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","00480000","2503240","Burlington","6","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","00560000","2503510","Chelmsford","8","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","01780000","2507620","Melrose","8","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","07250000","2508310","Nashoba","6","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","02650000","2510590","Seekonk","4","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","02910000","2511430","Swampscott","5","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","02950000","2511580","Tewksbury","7","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","03050000","2511910","Wakefield","7","PK","12"
"00140000","2502100","Ashland",0,11,"5","PK","12","03210000","2512600","Westborough","6","PK","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",1,11,"1","9","12","08010000","2502110","Assabet Valley Regional Vocational Technical","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","08060000","2502740","Blue Hills Regional Vocational Technical","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","08150000","2503310","Cape Cod Regional Vocational Technical","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","08520000","2508320","Nashoba Valley Regional Vocational Technical","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","04060000","2508860","Northampton-Smith Vocational Agricultural","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","08530000","2508960","Northeast Metropolitan Regional Vocational Technical","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","08600000","2509310","Pathfinder Regional Vocational Technical","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","08290000","2511060","South Middlesex Regional Vocational Technical","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","08730000","2510930","South Shore Regional Vocational Technical","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","08790000","2511800","Upper Cape Cod Regional Vocational Technical","1","9","12"
"08010000","2502110","Assabet Valley Regional Vocational Technical",0,11,"1","9","12","08850000","2512950","Whittier Regional Vocational Technical","1","9","12"
"06150000","2502160","Athol-Royalston",1,11,"4","PK","12","06150000","2502160","Athol-Royalston","4","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","01030000","2505130","Gardner","5","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","06740000","2505270","Gill-Montague","5","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","01140000","2505490","Greenfield","6","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","06030000","2501780","Hoosac Valley Regional","3","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","02090000","2508670","North Adams","4","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","07670000","2500002","Spencer-E Brookfield","4","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","03090000","2512030","Ware","3","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","03100000","2512060","Wareham","5","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","03160000","2512240","Webster","3","PK","12"
"06150000","2502160","Athol-Royalston",0,11,"4","PK","12","03430000","2513080","Winchendon","6","PK","12"
"04910000","2500041","Atlantis Charter (District)",1,10,"1","KG","12","04910000","2500041","Atlantis Charter (District)","1","KG","12"
"04910000","2500041","Atlantis Charter (District)",0,10,"1","KG","12","04450000","2500051","Abby Kelley Foster Charter Public (District)","1","KG","12"
"04910000","2500041","Atlantis Charter (District)",0,10,"1","KG","12","04280000","2500071","Brooke Charter School (District)","1","KG","12"
"04910000","2500041","Atlantis Charter (District)",0,10,"1","KG","12","35030000","2500545","Collegiate Charter School of Lowell (District)","1","KG","11"
"04910000","2500041","Atlantis Charter (District)",0,10,"1","KG","12","04990000","2500522","Hampden Charter School of Science East (District)","1","6","12"
"04910000","2500041","Atlantis Charter (District)",0,10,"1","KG","12","04290000","2500082","KIPP Academy Lynn Charter (District)","1","KG","12"
"04910000","2500041","Atlantis Charter (District)",0,10,"1","KG","12","35130000","2500559","New Heights Charter School of Brockton (District)","1","6","12"
"04910000","2500041","Atlantis Charter (District)",0,10,"1","KG","12","04940000","2500518","Pioneer Charter School of Science (District)","1","KG","12"
"04910000","2500041","Atlantis Charter (District)",0,10,"1","KG","12","04870000","2500046","Prospect Hill Academy Charter (District)","1","PK","12"
"04910000","2500041","Atlantis Charter (District)",0,10,"1","KG","12","04840000","2500063","Roxbury Preparatory Charter (District)","1","5","12"
"00160000","2502190","Attleboro",1,11,"12","PK","12","00160000","2502190","Attleboro","12","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","00050000","2501800","Agawam","8","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","00200000","2502310","Barnstable","9","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","00490000","2503270","Cambridge","17","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","00960000","2504860","Falmouth","7","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","01610000","2507050","Ludlow","4","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","01760000","2507560","Medford","8","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","02290000","2509360","Peabody","11","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","02850000","2511250","Stoughton","8","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","03360000","2512840","Weymouth","11","PK","12"
"00160000","2502190","Attleboro",0,11,"12","PK","12","03470000","2513200","Woburn","10","PK","12"
"00170000","2502220","Auburn",1,11,"5","PK","12","00170000","2502220","Auburn","5","PK","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","00500000","2503300","Canton","6","PK","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","06580000","2504360","Dudley-Charlton Reg","7","PK","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","00870000","2504500","East Longmeadow","5","PK","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","06650000","2505070","Freetown-Lakeville","5","PK","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","06800000","2505730","Hampden-Wilbraham","6","PK","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","02310000","2509420","Pembroke","5","PK","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","02920000","2511460","Swansea","6","PK","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","07700000","2511490","Tantasqua","3","7","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","03230000","2512420","West Bridgewater","4","PK","12"
"00170000","2502220","Auburn",0,11,"5","PK","12","07800000","2512930","Whitman-Hanson","7","PK","12"
"00180000","2502250","Avon",1,11,"2","PK","12","00180000","2502250","Avon","2","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","06180000","2502530","Berkshire Hills","3","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","00860000","2504590","Easthampton","5","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","06720000","2505160","Gateway","4","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","01110000","2505400","Granby","2","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","01330000","2506150","Holbrook","2","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","01420000","2506420","Hull","3","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","01500000","2506690","Lee","2","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","01860000","2507890","Millbury","3","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","01910000","2508040","Monson","3","PK","12"
"00180000","2502250","Avon",0,11,"2","PK","12","07650000","2511040","Southern Berkshire","4","PK","12"
"06160000","2500542","Ayer Shirley School District",1,11,"4","PK","12","06160000","2500542","Ayer Shirley School District","4","PK","12"
"06160000","2500542","Ayer Shirley School District",0,11,"4","PK","12","00070000","2501860","Amesbury","5","PK","12"
"06160000","2500542","Ayer Shirley School District",0,11,"4","PK","12","06050000","2501920","Amherst-Pelham","2","7","12"
"06160000","2500542","Ayer Shirley School District",0,11,"4","PK","12","00250000","2502460","Bellingham","6","PK","12"
"06160000","2500542","Ayer Shirley School District",0,11,"4","PK","12","06220000","2502715","Blackstone-Millville","5","PK","12"
"06160000","2500542","Ayer Shirley School District",0,11,"4","PK","12","00520000","2503360","Carver","2","PK","12"
"06160000","2500542","Ayer Shirley School District",0,11,"4","PK","12","00730000","2504050","Dedham","7","PK","12"
"06160000","2500542","Ayer Shirley School District",0,11,"4","PK","12","01510000","2506720","Leicester","4","PK","12"
"06160000","2500542","Ayer Shirley School District",0,11,"4","PK","12","01860000","2507890","Millbury","3","PK","12"
